,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Ticker
2104,2020-03-31,EUR,23277600000,12700100000,2723700000,2723700000,4345300000,None,10577500000,2363400000,0,1082500000,1082500000,4541100000,None,865100000,1388100000,905800000,None,10752400000,4677400000,None,None,None,0,6075000000,0,3868200000,0,None,3868200000,4677400000,0,12525200000,0,0,12525200000,419700000,ASML
2105,2019-12-31,EUR,22629600000,12131100000,3532300000,3532300000,3809200000,None,10498500000,2323200000,0,1104400000,1104400000,4541100000,None,833000000,1185800000,753300000,None,10037400000,4694100000,None,None,None,0,5343300000,0,3108300000,0,None,3108300000,1039900000,0,12592200000,0,9523800000,38200000,421100000,ASML
2106,2019-09-30,EUR,20699200000,10094100000,1586100000,1586100000,3895000000,None,10605100000,2123600000,0,1122800000,1122800000,4541100000,None,969000000,483800000,816200000,None,8628100000,3712500000,None,None,None,0,4915600000,0,3170000000,0,None,3170000000,3712500000,0,12071100000,0,0,12071100000,421700000,ASML
2107,2019-06-30,EUR,20033900000,9895300000,1661100000,1661100000,3914100000,None,10138600000,1880600000,0,1140800000,1140800000,4541100000,None,949900000,673500000,877500000,None,8488600000,3692500000,None,None,None,0,4796100000,0,3132400000,0,None,3132400000,3692500000,0,11545300000,0,0,11545300000,421800000,ASML
2108,2019-03-31,EUR,20360600000,10396300000,2253000000,2253000000,3764800000,None,9964300000,3137699793.89,0,1158500000,1158500000,4541100000,None,933600000,1022100000,755700000,None,8394900000,3721200000,None,None,None,0,4673700000,0,3082500000,0,None,3082500000,3721200000,0,11965700000,0,0,21212935433.51,422500000,ASML
2109,2018-12-31,EUR,20136900000,10531400000,3121100000,3121100000,3439500000,None,9605500000,2606554981.25,0,1104000000,1104000000,4541100000,None,1472233445.78,913300000,656600000,None,8495900000,3791900000,None,None,None,0,4704000000,0,4615915934.31,45986930661354000,None,3026500000,911400000,0,11641000000,0,9197900000,38600000,423600000,ASML
2110,2018-09-30,EUR,19457600000,9913100000,2203200000,2203200000,3402700000,None,9544500000,1970247742.53,0,1108700000,1108700000,4541200000,None,1140541792.08,744300000,652600000,None,8303600000,3546100000,None,None,None,0,4757500000,0,3456702940.50,551263573836740000,None,2985900000,3546100000,0,11154000000,0,0,12912711275.76,425900000,ASML
2111,2018-06-30,EUR,18738800000,9214200000,2325700000,2325700000,3217500000,None,9524600000,1992551210.43,None,1130200000,1130200000,4541200000,None,1226838919.93,654300000,700600000,None,7916600000,3380800000,None,None,None,2825966441843,4535800000,None,3558891992.55,2825966441843,None,3007700000,3380800000,None,10822200000,0,8460544692.74,44925512.10,427600000,ASML
2112,2018-03-31,EUR,18644200000,9212700000,2464800000,2464800000,3231500000,None,9431500000,2074072000,None,1146500000,1146500000,4541200000,None,1037300000,729300000,631000000,None,7582500000,3132200000,None,None,None,24900000,4450300000,None,3669635000,24900000,None,2978600000,3132200000,None,11061700000,None,None,12479700000,428900000,ASML
2113,2017-12-31,EUR,18196400000,9007000000,2259000000,2259000000,2958400000,None,9189400000,1924482000,None,1166000000,1166000000,4541100000,None,1047400000,1029300000,794600000,None,7520200000,3341900000,None,None,None,25200000,4178300000,None,3606720000,58600000,None,3025300000,2327400000,None,10676200000,-670707000,7211300000,38800000,430300000,ASML
2114,2022-12-31,USD,46455000000,14688000000,3655000000,3655000000,5372000000,4532000000,34124000000,9178000000,16820000000,17489000000,4699000000,12790000000,504000000,81000000,238000000,456000000,4271000000,31685000000,9523000000,3183000000,538000000,1938000000,2199000000,23847000000,75000000,15939000000,1938000000,14001000000,15939000000,3190000000,5615000000,14722000000,33255000000,47950000000,9000000,549245105,MMM
2115,2022-09-30,USD,46176000000,14895000000,3404000000,3404000000,5615000000,4722000000,31281000000,9196000000,17470000000,17484000000,4815000000,12669000000,212000000,None,185000000,502000000,3800000000,32020000000,9543000000,3063000000,506000000,1856000000,2097000000,22477000000,811000000,15705000000,1856000000,13849000000,15705000000,3396000000,5556000000,14080000000,32843000000,48245000000,9000000,552742915,MMM
2116,2022-06-30,USD,45634000000,14514000000,2722000000,2722000000,5645000000,4914000000,31120000000,9319000000,17694000000,18057000000,4993000000,13064000000,474000000,None,262000000,383000000,2909000000,31818000000,9896000000,3273000000,503000000,2257000000,2513000000,21922000000,256000000,15921000000,2257000000,14019000000,15921000000,3178000000,4681000000,13742000000,30781000000,45269000000,9000000,569603928,MMM
2117,2022-03-31,USD,45855000000,14452000000,3247000000,3247000000,5290000000,4815000000,31403000000,9389000000,17768000000,18509000000,5141000000,13368000000,251000000,None,112000000,427000000,2640000000,30851000000,9152000000,3164000000,549000000,1877000000,2138000000,21699000000,869000000,16673000000,1877000000,14801000000,16673000000,2938000000,3498000000,14930000000,30860000000,46056000000,9000000,569058849,MMM
2118,2021-12-31,USD,47072000000,15403000000,4564000000,4564000000,4985000000,4660000000,23999000000,9429000000,17784000000,18774000000,5288000000,13486000000,435000000,129000000,201000000,339000000,2608000000,31955000000,9035000000,2994000000,529000000,1307000000,9000000,24795000000,93000000,17347000000,1291000000,16056000000,17356000000,3191000000,3403000000,15046000000,30463000000,45821000000,9000000,571845478,MMM
2119,2021-09-30,USD,48278000000,16426000000,4878000000,4878000000,4950000000,4916000000,31852000000,9323000000,17888000000,19023000000,5426000000,13597000000,885000000,None,855000000,326000000,2666000000,33748000000,9635000000,2862000000,467000000,1972000000,2234000000,24113000000,262000000,18149000000,1972000000,16193000000,18149000000,3242000000,3353000000,14460000000,29673000000,45361000000,9000000,576252803,MMM
2120,2021-06-30,USD,48307000000,16343000000,4695000000,805000000,4842000000,4991000000,31995000000,9358000000,17774000000,19294000000,5572000000,13722000000,836000000,31000000,805000000,377000000,2440000000,33791000000,9440000000,2931000000,475000000,1981000000,2249000000,24351000000,871000000,18232000000,1981000000,16267000000,18232000000,3181000000,3297000000,14448000000,29236000000,44824000000,9000000,578638253,MMM
2121,2021-03-31,USD,47180000000,15345000000,4636000000,501000000,4458000000,4817000000,31866000000,9240000000,17465000000,19351000000,5697000000,13654000000,532000000,31000000,501000000,398000000,2373000000,33352000000,8363000000,2670000000,482000000,None,0,24989000000,876000000,18169000000,1368000000,16819000000,18169000000,3126000000,3330000000,13760000000,29020000000,44255000000,9000000,579675002,MMM
2122,2020-12-31,USD,47344000000,14982000000,4634000000,404000000,4239000000,4705000000,34027000000,9421000000,17229000000,19637000000,5835000000,13802000000,602000000,164000000,404000000,325000000,2440000000,34413000000,7948000000,2561000000,498000000,806000000,0,28402000000,93000000,18783000000,794000000,17989000000,18783000000,3278000000,3462000000,12867000000,29404000000,43821000000,9000000,577749638,MMM
2123,2020-09-30,USD,45390000000,14110000000,4121000000,440000000,3984000000,4623000000,31314000000,9216000000,17236000000,19461000000,5926000000,13535000000,474000000,34000000,440000000,426000000,1759000000,33447000000,7410000000,2208000000,390000000,None,1421000000,26037000000,857000000,19582000000,1169000000,18429000000,19582000000,2840000000,3324000000,11880000000,29570000000,43285000000,9000000,576821878,MMM
2124,2020-06-30,USD,45079000000,14106000000,4219000000,247000000,4168000000,4459000000,31007000000,9089000000,16854000000,19393000000,6033000000,13360000000,281000000,34000000,247000000,446000000,1651000000,34164000000,7282000000,1975000000,412000000,248000000,1734000000,26882000000,855000000,19926000000,248000000,19276000000,19926000000,2702000000,3275000000,10857000000,29699000000,42759000000,9000000,576019442,MMM
2125,2020-03-31,USD,46212000000,15090000000,4253000000,224000000,4217000000,4821000000,31156000000,9165000000,16835000000,19503000000,6191000000,13312000000,258000000,34000000,224000000,971000000,1605000000,36003000000,9134000000,2207000000,422000000,244000000,3492000000,26869000000,847000000,21072000000,244000000,19247000000,21072000000,2776000000,3225000000,10147000000,29817000000,42345000000,9000000,575196371,MMM
2126,2019-12-31,USD,44659000000,12971000000,9000000000,577000000,4134000000,4791000000,32552000000,9333000000,16791000000,19823000000,6379000000,13444000000,756000000,113000000,568000000,891000000,1674000000,34533000000,9222000000,2228000000,430000000,2795000000,2527000000,27230000000,111000000,19359000000,247000000,17518000000,21886000000,3056000000,3275000000,10063000000,29849000000,42135000000,9000000,575184835,MMM
2127,2019-09-30,USD,42550000000,18020000000,7731000000,30000000000,4007000000,5020000000,24576000000,8891000000,16617000000,13257000000,2847000000,10410000000,76000000,46000000,30000000,515000000,1548000000,31786000000,7821000000,2079000000,605000000,259000000,2201000000,24081000000,116000000,18794000000,241000000,17479000000,18794000000,2735000000,3235000000,10702000000,29865000000,42085000000,9000000,576500000,MMM
2128,2019-06-30,USD,38969000000,14051000000,2849000000,139000000,4300000000,5374000000,24964000000,8998000000,16567000000,13538000000,2964000000,10574000000,185000000,46000000,139000000,440000000,1503000000,28827000000,7265000000,2130000000,603000000,263000000,1139000000,21683000000,121000000,15777000000,247000000,14914000000,15777000000,3169000000,3268000000,10083000000,29828000000,41362000000,9000000,577700000,MMM
2129,2019-03-31,USD,39140000000,14374000000,2938000000,539000000,4538000000,5173000000,24015000000,8829000000,16295000000,13658000000,3047000000,10611000000,585000000,46000000,539000000,473000000,1482000000,29383000000,7125000000,2309000000,None,790000000,1045000000,21727000000,84000000,16328000000,790000000,15580000000,16328000000,3071000000,3228000000,9703000000,29668000000,41159000000,9000000,577500000,MMM
2130,2018-12-31,USD,36500000000,13709000000,2853000000,393000000,4366000000,5020000000,23106000000,8738000000,16135000000,12708000000,2657000000,10051000000,575000000,107000000,380000000,349000000,1345000000,26652000000,7244000000,2266000000,617000000,1211000000,1194000000,21036000000,75000000,14156000000,17000000,13411000000,15350000000,2775000000,3010000000,9796000000,29626000000,40636000000,9000000,576575168,MMM
2131,2018-09-30,USD,37275000000,14419000000,3185000000,338000000,4437000000,5329000000,22883000000,8630000000,16135000000,12849000000,2726000000,10123000000,365000000,27000000,338000000,385000000,1377000000,26964000000,7336000000,2029000000,None,1307000000,1307000000,19628000000,None,13539000000,5000000,13539000000,14846000000,3031000000,2906000000,10248000000,28510000000,40120000000,9000000,585600000,MMM
2132,2018-06-30,USD,36778000000,13890000000,2801000000,385000000,4238000000,5383000000,22914000000,8645000000,16113000000,12894000000,2787000000,10107000000,411000000,26000000,385000000,370000000,1349000000,26350000000,8902000000,1871000000,None,3225000000,3225000000,17448000000,None,11294000000,7000000,11294000000,14519000000,2867000000,2900000000,10365000000,27617000000,39442000000,9000000,591400000,MMM
2133,2018-03-31,USD,38575000000,14818000000,3491000000,604000000,4295000000,5252000000,23784000000,8864000000,16310000000,13455000000,2885000000,10570000000,631000000,27000000,604000000,344000000,1438000000,27536000000,8959000000,1874000000,None,3449000000,3449000000,18577000000,None,12211000000,2000000,12211000000,15660000000,2791000000,2985000000,10977000000,26178000000,38453000000,9000000,596200000,MMM
2134,2022-12-31,USD,187788000000,66234000000,15898000000,7609000000,17403000000,17976000000,138972000000,31633000000,None,33423000000,7625000000,25798000000,39742000000,36048000000,7609000000,1521000000,16998000000,150206000000,56947000000,12479000000,20124000000,3757000000,3757000000,63644000000,2393000000,28593000000,3757000000,None,32350000000,14485000000,12154000000,36366000000,81209000000,84693000000,15000000,1089107878,GE
2135,2022-09-30,USD,180877000000,60082000000,12120000000,6297000000,17536000000,17197000000,116098000000,12013000000,18705000000,33000000000,7725000000,25275000000,30411000000,33624000000,6297000000,2059000000,19166000000,148124000000,54657000000,None,18287000000,4285000000,4285000000,62538000000,None,26120000000,4285000000,None,30405000000,15094000000,11767000000,31475000000,81049000000,82655000000,15000000,1092668140,GE
2136,2022-06-30,USD,185540000000,60658000000,12587000000,6745000000,17553000000,16283000000,120392000000,12400000000,18857000000,33816000000,8026000000,25790000000,32540000000,36195000000,6745000000,1879000000,19737000000,149597000000,53883000000,None,18276000000,4947000000,4946000000,64784000000,None,27570000000,4946000000,None,32518000000,13909000000,11885000000,34649000000,80883000000,82981000000,15000000,1096553102,GE
2137,2022-03-31,USD,191961000000,63299000000,12047000000,10779000000,16570000000,16050000000,124390000000,12596000000,18935000000,34337000000,8290000000,26047000000,36183000000,39845000000,10779000000,2065000000,19767000000,151678000000,53344000000,None,18159000000,4985000000,4985000000,67387000000,None,28649000000,4985000000,None,33633000000,14216000000,12477000000,39005000000,80673000000,83927000000,15000000,1100664978,GE
2138,2021-12-31,USD,198874000000,66348000000,15100000000,12297000000,15847000000,15620000000,149638000000,31904000000,18901000000,35512000000,9330000000,26182000000,45821000000,42209000000,12297000000,1933000000,19040000000,157262000000,51953000000,10970000000,19361000000,4361000000,4361000000,72357000000,2848000000,30824000000,4361000000,None,35186000000,13977000000,13240000000,40310000000,81093000000,85110000000,15000000,1099027213,GE
2139,2021-09-30,USD,237133000000,103587000000,24955000000,5300000000,16790000000,15145000000,83048000000,13153000000,18968000000,34520000000,9187000000,25333000000,38676000000,465000000,5300000000,1191000000,12651000000,198172000000,57676000000,None,18748000000,5459000000,5459000000,118269000000,None,57429000000,5459000000,None,62888000000,14349000000,14999000000,37477000000,81314000000,89098000000,15000000,1098137128,GE
2140,2021-06-30,USD,237559000000,102411000000,22460000000,6134000000,17016000000,15506000000,84171000000,13416000000,18858000000,34951000000,9460000000,25491000000,39196000000,360000000,6134000000,1315000000,12640000000,202512000000,56639000000,None,18980000000,4293000000,4293000000,121611000000,None,59231000000,4294000000,None,63524000000,13569000000,15245000000,33487000000,81425000000,87993000000,702000000,8781303049,GE
